year,month,res.price,res.sales.adj,com.price,com.sales.adj,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM,DT90,DX32,DT00,DT32,DP01,DP05,DP10,MDPT,VISIB,WDSP,MWSPD,GUST,HTDD,CLDD,LABOR,EMP,UNEMP,UNEMPRATE,PCINCOME,GSP
2010,7,11.71,10644.43,9.81,7384.90,2.12,0.00,8.83,0.00,96.36,72.87,91.32,76.76,84.03,23.59,0.00,0.00,0.00,12.11,5.67,2.94,74.20,9.59,5.78,12.05,19.35,0.00,410.48,9238615.00,8240342.00,998273.00,10.80,38088.52,723549.00
2010,8,11.77,10777.47,9.86,7381.92,1.71,0.00,4.58,0.00,95.22,67.64,90.29,73.80,82.06,18.41,0.00,0.00,0.00,6.78,2.44,1.06,75.20,9.53,5.34,12.38,20.05,0.00,403.12,9250368.00,8246757.00,1003611.00,10.80,38088.52,723549.00
2010,9,11.73,10012.41,9.85,7314.92,0.22,0.00,0.46,0.00,90.10,54.66,85.06,63.76,74.40,1.88,0.00,0.00,0.00,1.39,0.22,0.00,71.44,9.58,5.85,11.89,18.84,0.24,332.23,9260711.00,8252260.00,1008451.00,10.90,38088.52,723549.00
2010,10,11.70,7806.73,10.00,6601.39,1.16,0.00,2.20,0.00,85.69,43.13,77.88,56.81,67.33,0.06,0.00,0.00,0.29,3.83,1.28,0.56,60.69,9.72,5.56,10.75,17.03,26.69,142.10,9269587.00,8260377.00,1009210.00,10.90,38088.52,723549.00
2010,11,11.70,6656.93,10.01,6081.64,0.55,0.00,1.12,0.00,79.51,27.44,64.50,40.72,52.62,0.00,0.00,0.00,7.41,2.67,0.61,0.11,56.01,9.52,5.96,11.46,18.06,143.34,45.19,9276242.00,8272523.00,1003719.00,10.80,38088.52,723549.00
2010,12,11.68,7818.17,10.07,5984.81,1.59,0.00,3.89,0.00,79.87,29.59,68.29,46.99,57.64,0.00,0.00,0.00,3.12,5.17,2.94,1.50,39.52,9.55,6.90,12.55,19.60,551.17,1.38,9280198.00,8287874.00,992324.00,10.70,38088.52,723549.00
2011,1,11.33,9199.06,9.77,5837.77,0.73,0.00,1.56,0.00,85.02,38.69,74.42,53.96,64.20,0.00,0.00,0.00,1.12,3.06,0.89,0.44,46.85,9.13,6.23,12.34,19.31,406.85,4.80,9289861.00,8311201.00,978660.00,10.50,38923.22,718872.00
2011,2,11.28,7314.52,9.91,5400.57,2.06,0.00,4.37,0.00,88.77,42.58,78.73,57.45,68.08,0.59,0.00,0.00,0.12,4.56,2.44,1.56,53.53,8.57,5.94,11.93,18.41,225.38,18.52,9291555.00,8327538.00,964017.00,10.40,38923.22,718872.00
2011,3,11.46,6285.01,9.92,5608.58,0.85,0.00,1.65,0.00,91.53,51.23,85.20,64.16,74.67,5.76,0.00,0.00,0.00,2.83,1.33,0.33,56.45,9.20,7.07,13.57,20.52,115.84,40.01,9290935.00,8339876.00,951059.00,10.20,38923.22,718872.00
2011,4,11.41,7128.55,9.77,6190.01,1.08,0.00,1.84,0.00,94.79,57.16,87.75,67.27,77.51,11.65,0.00,0.00,0.00,2.83,1.44,0.50,62.66,9.48,6.68,12.73,19.07,26.10,153.22,9288074.00,8347489.00,940585.00,10.10,38923.22,718872.00
2011,5,11.52,8176.14,9.88,6495.19,2.29,0.00,5.98,0.00,98.54,67.70,92.05,73.35,82.72,22.35,0.00,0.00,0.00,7.56,3.06,2.00,63.95,9.49,6.40,12.47,18.75,10.96,225.89,9285434.00,8353148.00,932286.00,10.00,38923.22,718872.00
2011,6,11.60,9971.90,9.76,7115.97,2.15,0.00,6.83,0.00,96.19,70.17,91.16,75.33,83.25,23.41,0.00,0.00,0.00,9.83,4.00,2.00,70.20,9.31,5.85,12.99,20.40,0.01,349.33,9285070.00,8361155.00,923915.00,10.00,38923.22,718872.00
2011,7,11.61,10547.07,9.75,7156.91,1.82,0.00,7.43,0.00,96.88,71.47,92.53,76.06,84.32,26.82,0.00,0.00,0.00,10.61,4.89,2.39,73.69,9.51,4.88,11.63,19.24,0.00,383.71,9288412.00,8375122.00,913290.00,9.80,38923.22,718872.00
2011,8,11.62,11195.19,9.85,7399.82,1.98,0.00,6.18,0.00,94.11,67.38,89.27,72.69,80.96,15.47,0.00,0.00,0.00,8.39,3.94,2.33,74.45,9.43,5.15,12.41,20.48,0.00,413.71,9295166.00,8395153.00,900013.00,9.70,38923.22,718872.00
2011,9,11.59,10438.00,9.71,7375.35,2.57,0.00,6.65,0.00,88.89,50.18,81.56,63.53,72.54,1.41,0.00,0.00,0.00,6.44,3.28,2.06,71.14,9.44,4.97,11.41,19.20,0.45,299.48,9303890.00,8419453.00,884437.00,9.50,38923.22,718872.00
2011,10,11.51,8063.35,9.94,6562.77,0.72,0.00,1.43,0.00,85.16,44.10,77.60,59.12,68.37,0.00,0.00,0.00,0.29,3.28,0.72,0.22,60.93,9.56,6.73,12.54,20.16,59.58,116.67,9312959.00,8445358.00,867601.00,9.30,38923.22,718872.00
2011,11,11.56,6491.78,10.07,5907.62,1.01,0.00,1.91,0.00,81.58,41.86,74.55,56.04,65.31,0.00,0.00,0.00,0.29,3.06,1.06,0.50,58.19,9.58,7.30,13.01,19.87,122.68,51.88,9319854.00,8469106.00,850748.00,9.10,38923.22,718872.00
2011,12,11.47,6773.09,9.94,5859.48,0.42,0.00,0.88,0.00,82.63,31.51,72.50,50.01,61.23,0.00,0.00,0.00,2.53,1.89,0.67,0.06,55.76,9.39,6.51,11.98,18.73,196.68,24.57,9323847.00,8488734.00,835113.00,9.00,38923.22,718872.00
2012,1,11.55,7644.71,9.93,5710.56,1.15,0.00,2.55,0.00,85.28,33.47,75.02,57.15,66.08,0.06,0.00,0.00,0.94,3.78,1.78,0.83,49.58,9.24,5.61,11.57,18.39,294.42,10.11,9326488.00,8504662.00,821826.00,8.80,38869.94,731319.00
2012,2,11.33,6797.13,9.85,5609.67,1.27,0.00,2.46,0.00,87.00,44.71,81.35,61.92,71.65,0.06,0.00,0.00,0.00,3.78,1.61,0.56,55.79,9.01,6.43,12.22,19.24,171.84,27.60,9330306.00,8518777.00,811529.00,8.70,38869.94,731319.00
2012,3,11.09,7165.46,9.53,6039.92,1.43,0.00,3.29,0.00,90.12,49.18,82.68,62.35,72.52,1.76,0.00,0.00,0.00,4.56,2.22,1.11,59.73,9.34,7.15,13.41,20.18,45.30,67.27,9336049.00,8531496.00,804553.00,8.60,38869.94,731319.00
2012,4,11.42,7272.66,9.67,6094.85,2.35,0.00,5.96,0.00,94.54,62.76,87.27,69.30,78.29,9.24,0.00,0.00,0.00,7.50,3.44,1.83,58.93,9.57,6.81,13.14,19.80,31.79,89.95,9343328.00,8543158.00,800170.00,8.60,38869.94,731319.00
2012,5,11.00,8408.71,9.36,6756.32,5.05,0.00,12.59,0.00,94.23,66.55,87.72,72.66,80.19,10.24,0.00,0.00,0.00,10.67,6.06,3.50,67.06,9.50,6.05,12.66,19.53,0.36,231.83,9352722.00,8556212.00,796510.00,8.50,38869.94,731319.00
2012,6,11.49,9719.34,9.61,6896.68,1.73,0.00,6.46,0.00,95.02,70.55,90.67,74.72,82.71,20.65,0.00,0.00,0.00,8.67,4.50,2.22,70.31,9.41,6.99,13.71,21.28,0.01,281.92,9363737.00,8572197.00,791540.00,8.50,38869.94,731319.00
2012,7,11.31,10906.76,9.46,7309.04,2.55,0.00,11.21,0.00,93.80,70.72,89.68,74.85,82.26,18.94,0.00,0.00,0.00,13.61,7.28,3.33,73.09,9.56,4.92,12.06,19.60,0.00,358.73,9375654.00,8591475.00,784179.00,8.40,38869.94,731319.00
2012,8,11.49,11242.21,9.56,7284.82,1.93,0.00,5.97,0.00,92.80,65.17,88.44,72.82,80.61,10.12,0.00,0.00,0.00,8.44,3.94,1.89,73.52,9.44,5.65,12.94,21.21,0.51,338.26,9387808.00,8612803.00,775005.00,8.30,38869.94,731319.00
2012,9,11.60,9969.03,9.68,6997.81,1.47,0.00,3.83,0.00,90.35,48.42,83.23,66.82,75.04,1.88,0.00,0.00,0.00,5.94,2.56,1.17,70.98,9.56,5.23,11.51,18.52,0.27,279.63,9399827.00,8634225.00,765602.00,8.10,38869.94,731319.00
2012,10,11.53,8674.68,9.69,6579.52,0.27,0.00,0.44,0.00,83.23,41.96,74.61,54.03,64.32,0.00,0.00,0.00,0.41,1.44,0.11,0.00,63.90,9.54,6.69,12.58,19.92,45.42,162.06,9409185.00,8652885.00,756300.00,8.00,38869.94,731319.00
2012,11,11.82,6779.61,10.10,5748.44,1.01,0.00,2.44,0.00,82.82,35.41,74.23,54.20,64.24,0.00,0.00,0.00,1.24,4.44,1.78,0.28,53.12,9.30,5.75,10.91,17.02,215.48,12.49,9414404.00,8667436.00,746968.00,7.90,38869.94,731319.00
2012,12,11.38,7003.36,9.69,5882.40,0.31,0.00,0.68,0.00,83.27,41.83,75.32,56.53,65.90,0.00,0.00,0.00,0.18,2.22,0.17,0.06,54.99,9.01,5.84,11.54,18.15,230.21,24.75,9415471.00,8678497.00,736974.00,7.80,38869.94,731319.00
2013,1,11.20,7547.86,9.42,5792.03,1.48,0.00,3.55,0.00,84.42,35.19,74.10,53.80,63.96,0.00,0.00,0.00,1.12,4.61,1.89,0.89,56.38,8.97,6.18,11.84,19.16,184.83,27.61,9413545.00,8687417.00,726128.00,7.70,38401.04,749292.00
2013,2,11.28,6812.02,9.61,5522.58,0.84,0.00,1.42,0.00,85.51,35.76,72.11,49.46,60.81,0.29,0.00,0.00,1.00,2.72,0.78,0.33,52.12,9.29,6.42,12.70,20.04,220.81,24.35,9411761.00,8697259.00,714502.00,7.60,38401.04,749292.00
2013,3,11.09,7127.01,9.58,5648.22,1.75,0.00,4.11,0.00,89.46,52.99,82.17,63.88,73.03,0.94,0.00,0.00,0.00,6.06,2.61,1.50,45.41,9.63,7.01,13.55,20.22,316.65,10.97,9413743.00,8711150.00,702593.00,7.50,38401.04,749292.00
2013,4,11.05,7370.79,9.31,6062.79,2.28,0.00,5.75,0.00,91.98,54.46,84.36,66.06,75.19,4.41,0.00,0.00,0.00,6.72,3.39,1.83,62.38,9.45,6.86,13.29,20.03,43.29,98.89,9421285.00,8730021.00,691264.00,7.30,38401.04,749292.00
2013,5,11.22,7905.02,9.34,6506.11,2.28,0.00,8.73,0.00,93.93,70.59,89.07,74.23,81.63,14.29,0.00,0.00,0.00,11.61,5.61,2.94,63.58,9.50,6.35,12.98,19.83,17.55,154.38,9430924.00,8749680.00,681244.00,7.20,38401.04,749292.00
2013,6,11.20,9586.46,9.25,7030.57,2.97,0.00,11.92,0.00,93.73,70.89,88.77,74.33,81.55,12.76,0.00,0.00,0.00,15.72,7.44,3.72,72.64,9.52,5.58,12.68,20.39,0.00,310.47,9438799.00,8766396.00,672403.00,7.10,38401.04,749292.00
2013,7,11.27,10385.94,9.26,7035.93,1.92,0.00,7.48,0.00,94.58,71.03,90.43,75.54,82.99,21.29,0.00,0.00,0.00,11.39,4.89,1.83,72.98,9.34,5.37,13.08,21.51,0.01,308.01,9443105.00,8779304.00,663801.00,7.00,38401.04,749292.00
2013,8,11.26,10828.96,9.23,7383.96,2.22,0.00,7.22,0.00,93.55,68.35,88.76,73.20,80.97,13.71,0.00,0.00,0.00,9.94,4.61,2.44,73.49,9.45,4.82,11.85,20.14,0.00,351.94,9443588.00,8789570.00,654018.00,6.90,38401.04,749292.00
2013,9,11.58,10128.14,9.39,7025.52,1.10,0.00,1.90,0.00,90.42,56.18,84.72,67.36,76.05,2.76,0.00,0.00,0.00,2.94,1.06,0.44,71.57,9.52,4.94,11.73,19.86,0.01,284.71,9443548.00,8800233.00,643315.00,6.80,38401.04,749292.00
2013,10,11.25,8886.04,9.37,6740.68,1.70,0.00,3.63,0.00,86.67,38.62,77.89,61.08,69.47,0.06,0.00,0.00,0.47,5.17,2.11,1.28,64.83,9.58,5.10,10.37,17.57,29.97,166.78,9448481.00,8814472.00,634009.00,6.70,38401.04,749292.00
2013,11,11.47,7308.22,9.61,6065.91,1.23,0.00,2.51,0.00,84.41,44.31,75.95,57.59,66.75,0.00,0.00,0.00,0.47,3.56,1.50,0.78,58.30,9.52,7.47,13.18,20.91,131.30,65.26,9461929.00,8834001.00,627928.00,6.60,38401.04,749292.00
2013,12,11.31,7697.19,9.44,6095.73,1.32,0.01,4.00,0.01,81.07,31.47,66.96,47.09,57.03,0.00,0.12,0.00,4.06,7.78,2.06,0.83,56.77,9.18,6.02,11.65,18.94,192.19,42.95,9483061.00,8857652.00,625409.00,6.60,38401.04,749292.00
2014,1,11.74,8106.08,9.62,5905.33,1.16,0.00,3.13,0.00,83.59,39.32,74.54,54.92,64.75,0.00,0.00,0.00,0.59,5.11,2.33,0.89,45.33,9.03,6.34,12.60,20.21,454.19,11.33,9507622.00,8882564.00,625058.00,6.60,39170.43,769662.00
2014,2,11.81,7889.37,10.13,5540.05,2.13,0.00,5.12,0.00,85.00,43.78,75.38,55.56,65.46,0.12,0.00,0.00,0.00,5.61,3.28,1.78,55.00,8.52,5.49,11.78,19.55,221.28,26.96,9529909.00,8905442.00,624467.00,6.60,39170.43,769662.00
2014,3,11.75,7058.10,10.01,5795.43,2.39,0.00,5.43,0.00,89.89,49.71,81.44,62.46,71.93,1.35,0.00,0.00,0.00,4.67,2.72,1.44,54.07,9.23,6.79,13.40,20.92,196.85,26.74,9545526.00,8923686.00,621840.00,6.50,39170.43,769662.00
2014,4,11.67,6989.11,9.80,6078.54,1.99,0.00,4.26,0.00,92.70,57.92,86.17,68.05,77.13,6.88,0.00,0.00,0.00,5.67,2.67,1.28,61.34,9.24,6.91,13.33,20.24,59.86,85.17,9553117.00,8937222.00,615895.00,6.40,39170.43,769662.00
2014,5,11.76,8126.12,9.79,6634.88,1.62,0.00,6.93,0.00,94.94,67.42,89.34,72.35,80.83,14.06,0.00,0.00,0.00,10.11,4.56,2.22,65.20,9.38,6.48,12.91,19.97,11.45,204.45,9555954.00,8949213.00,606741.00,6.30,39170.43,769662.00
2014,6,12.00,9218.26,9.84,6831.94,1.77,0.00,7.22,0.00,94.94,69.83,90.35,74.49,82.42,20.18,0.00,0.00,0.00,11.50,5.17,2.17,70.86,9.59,5.31,12.68,21.65,0.16,299.35,9559508.00,8963245.00,596263.00,6.20,39170.43,769662.00
2014,7,11.87,10490.84,9.72,7205.86,1.71,0.00,6.00,0.00,96.64,70.40,91.96,75.33,83.66,26.06,0.00,0.00,0.00,9.11,4.11,1.67,72.74,9.43,4.84,12.15,21.12,0.03,353.33,9565722.00,8979010.00,586712.00,6.10,39170.43,769662.00
2014,8,11.89,11080.32,9.69,7531.44,2.30,0.00,10.11,0.00,93.48,67.79,87.81,73.04,80.41,10.06,0.00,0.00,0.00,13.61,6.72,3.22,73.45,9.58,5.04,12.18,21.44,0.00,391.05,9575363.00,8995940.00,579423.00,6.10,39170.43,769662.00
2014,9,12.22,10098.41,9.94,7002.05,1.51,0.00,2.68,0.00,90.60,55.23,84.09,64.92,74.50,2.82,0.00,0.00,0.00,3.67,1.78,0.72,72.03,9.41,4.82,11.60,20.24,0.83,274.06,9586592.00,9012670.00,573922.00,6.00,39170.43,769662.00
2014,10,11.91,8403.81,9.90,6616.70,2.16,0.00,4.28,0.00,85.13,38.05,73.81,53.42,63.60,0.00,0.00,0.00,1.18,5.22,2.00,1.39,63.59,9.48,5.12,10.71,18.61,31.82,155.32,9596198.00,9027463.00,568735.00,5.90,39170.43,769662.00
2014,11,12.11,6774.81,10.17,5915.05,1.51,0.00,2.57,0.00,82.70,39.91,73.18,54.56,63.88,0.00,0.00,0.00,0.65,4.33,1.17,0.56,52.64,9.39,6.88,12.64,20.04,249.57,31.22,9601943.00,9039217.00,562726.00,5.90,39170.43,769662.00
2014,12,11.82,7348.43,9.92,5852.75,1.55,0.00,2.82,0.00,81.85,37.05,70.63,51.59,61.09,0.00,0.00,0.00,1.18,3.78,1.39,1.00,55.25,8.90,5.48,10.66,17.84,238.42,24.07,9604382.00,9048215.00,556167.00,5.80,39170.43,769662.00
